nl_cmd,bash_cmd
activate a countdown for half an hour and 19 seconds,bash: set-timer 30 minutes 19 seconds
begin a timer for 32 minutes and 56 seconds,bash: set-timer 32 minutes 56 seconds
start counting down from 33 minutes and 33 seconds,bash: set-timer 33 minutes 33 seconds
create a timer for 34 minutes and 22 seconds,bash: set-timer 34 minutes 22 seconds
activate a countdown for 36 minutes and 46 seconds,bash: set-timer 36 minutes 46 seconds
run a timer for 38 minutes and 2 seconds,bash: set-timer 38 minutes 2 seconds
start a timer for 39 minutes and 50 seconds,bash: set-timer 39 minutes 50 seconds
begin a timer for 41 minutes and 29 seconds,bash: set-timer 41 minutes 29 seconds
create a timer for 43 minutes and 45 seconds,bash: set-timer 43 minutes 45 seconds
activate a countdown for 45 minutes and 18 seconds,bash: set-timer 45 minutes 18 seconds
run a timer for 47 minutes and 24 seconds,bash: set-timer 47 minutes 24 seconds
set a countdown for 49 minutes and 32 seconds,bash: set-timer 49 minutes 32 seconds
begin a timer for 50 minutes and 3 seconds,bash: set-timer 50 minutes 3 seconds
start counting down from 51 minutes and 15 seconds,bash: set-timer 51 minutes 15 seconds
create a timer for 52 minutes and 33 seconds,bash: set-timer 52 minutes 33 seconds
activate a countdown for 54 minutes and 41 seconds,bash: set-timer 54 minutes 41 seconds
run a timer for 56 minutes and 3 seconds,bash: set-timer 56 minutes 3 seconds
start a timer for 57 minutes and 28 seconds,bash: set-timer 57 minutes 28 seconds
set a countdown for 58 minutes and 9 seconds,bash: set-timer 58 minutes 9 seconds
start a timer for 1 hour and 12 seconds,bash: set-timer 1 hour 12 seconds
set a countdown for 60 minutes and 45 seconds,bash: set-timer 1 hour 45 seconds
begin a timer for 1 hour 5 minutes and 8 seconds,bash: set-timer 1 hour 5 minutes 8 seconds
start counting down from 1 hour 10 minutes and 53 seconds,bash: set-timer 1 hour 10 minutes 53 seconds
create a timer for 1 hour 15 minutes and 27 seconds,bash: set-timer 1 hour 15 minutes 27 seconds
initiate a timer for 1 hour 20 minutes and 14 seconds,bash: set-timer 1 hour 20 minutes 14 seconds
activate a countdown for 1 hour 25 minutes and 39 seconds,bash: set-timer 1 hour 25 minutes 39 seconds
schedule a timer for 1 hour 30 minutes and 2 seconds,bash: set-timer 1 hour 30 minutes 2 seconds
run a timer for 1 and a half hours and 30 seconds,bash: set-timer 1 hour 30 minutes 30 seconds
start a timer for 1 hour 35 minutes and 18 seconds,bash: set-timer 1 hour 35 minutes 18 seconds
set a countdown for 1 hour 40 minutes and 5 seconds,bash: set-timer 1 hour 40 minutes 5 seconds
begin a timer for 1 hour 45 minutes and 49 seconds,bash: set-timer 1 hour 45 minutes 49 seconds
start counting down from 1 hour 50 minutes and 22 seconds,bash: set-timer 1 hour 50 minutes 22 seconds
create a timer for 1 hour 55 minutes and 11 seconds,bash: set-timer 1 hour 55 minutes 11 seconds
initiate a timer for 2 hours and 35 seconds,bash: set-timer 2 hours 35 seconds
activate a countdown for 1 hour 60 minutes and 15 seconds,bash: set-timer 2 hours 15 seconds
schedule a timer for 2 hours 5 minutes and 7 seconds,bash: set-timer 2 hours 5 minutes 7 seconds
run a timer for 2 hours 10 minutes and 58 seconds,bash: set-timer 2 hours 10 minutes 58 seconds
start a timer for 2 hours 15 minutes and 3 seconds,bash: set-timer 2 hours 15 minutes 3 seconds
set a countdown for 2 hours 20 minutes and 40 seconds,bash: set-timer 2 hours 20 minutes 40 seconds
begin a timer for 2 hours 25 minutes and 19 seconds,bash: set-timer 2 hours 25 minutes 19 seconds
start counting down from 2 hours 30 minutes and 6 seconds,bash: set-timer 2 hours 30 minutes 6 seconds
create a timer for 2 and a half hours and 24 seconds,bash: set-timer 2 hours 30 minutes 24 seconds
initiate a timer for 2 hours 35 minutes and 50 seconds,bash: set-timer 2 hours 35 minutes 50 seconds
activate a countdown for 2 hours 40 minutes and 13 seconds,bash: set-timer 2 hours 40 minutes 13 seconds
schedule a timer for 2 hours 45 minutes and 27 seconds,bash: set-timer 2 hours 45 minutes 27 seconds
run a timer for 2 hours 50 minutes and 4 seconds,bash: set-timer 2 hours 50 minutes 4 seconds
start a timer for 2 hours 55 minutes and 33 seconds,bash: set-timer 2 hours 55 minutes 33 seconds
set a countdown for 3 hours and 10 seconds,bash: set-timer 3 hours 10 seconds
begin a timer for 2 hours 60 minutes and 55 seconds,bash: set-timer 3 hours 55 seconds
start counting down from 3 hours 5 minutes and 29 seconds,bash: set-timer 3 hours 5 minutes 29 seconds
create a timer for 3 hours 10 minutes and 17 seconds,bash: set-timer 3 hours 10 minutes 17 seconds
initiate a timer for 3 hours 15 minutes and 42 seconds,bash: set-timer 3 hours 15 minutes 42 seconds
activate a countdown for 3 hours 20 minutes and 9 seconds,bash: set-timer 3 hours 20 minutes 9 seconds
schedule a timer for 3 hours 25 minutes and 1 second,bash: set-timer 3 hours 25 minutes 1 second
run a timer for 3 hours 30 minutes and 28 seconds,bash: set-timer 3 hours 30 minutes 28 seconds
start a timer for 3 and a half hours and 5 seconds,bash: set-timer 3 hours 30 minutes 5 seconds
set a countdown for 3 hours 35 minutes and 47 seconds,bash: set-timer 3 hours 35 minutes 47 seconds
begin a timer for 3 hours 40 minutes and 14 seconds,bash: set-timer 3 hours 40 minutes 14 seconds
start counting down from 3 hours 45 minutes and 36 seconds,bash: set-timer 3 hours 45 minutes 36 seconds
create a timer for 3 hours 50 minutes and 21 seconds,bash: set-timer 3 hours 50 minutes 21 seconds
initiate a timer for 3 hours 55 minutes and 52 seconds,bash: set-timer 3 hours 55 minutes 52 seconds
activate a countdown for 4 hours and 3 seconds,bash: set-timer 4 hours 3 seconds
schedule a timer for 3 hours 60 minutes and 25 seconds,bash: set-timer 4 hours 25 seconds
begin a timer for 4 hour 5 minutes and 9 seconds,bash: set-timer 4 hour 5 minutes 9 seconds
run a timer for 4 hours 10 minutes and 27 seconds,bash: set-timer 4 hours 10 minutes 27 seconds
initiate a timer for 4 hours 15 minutes and 54 seconds,bash: set-timer 4 hours 15 minutes 54 seconds
initiate a timer for 4 hour 20 minutes and 14 seconds,bash: set-timer 4 hour 20 minutes 14 seconds
activate a countdown for 4 hour 25 minutes and 6 seconds,bash: set-timer 4 hour 25 minutes 6 seconds
schedule a timer for 4 hour 30 minutes and 2 seconds,bash: set-timer 4 hour 30 minutes 2 seconds
run a timer for 4 and a half hours and 25 seconds,bash: set-timer 4 hour 30 minutes 25 seconds
start a timer for 4 hour 35 minutes and 16 seconds,bash: set-timer 4 hour 35 minutes 16 seconds
set a countdown for 4 hour 40 minutes and 19 seconds,bash: set-timer 4 hour 40 minutes 19 seconds
begin a timer for 4 hour 45 minutes and 33 seconds,bash: set-timer 4 hour 45 minutes 33 seconds
start counting down from 4 hour 50 minutes and 29 seconds,bash: set-timer 4 hour 50 minutes 29 seconds
create a timer for 4 hour 55 minutes and 55 seconds,bash: set-timer 4 hour 55 minutes 55 seconds
initiate a timer for 5 hours and 44 seconds,bash: set-timer 5 hours 44 seconds
activate a countdown for 4 hour 60 minutes and 11 seconds,bash: set-timer 5 hours 11 seconds
schedule a timer for 5 hours 5 minutes,bash: set-timer 5 hours 5 minutes
run a timer for 5 hours 10 minutes,bash: set-timer 5 hours 10 minutes
start a timer for 5 hours 15 minutes,bash: set-timer 5 hours 15 minutes
set a countdown for 5 hours 20 minutes,bash: set-timer 5 hours 20 minutes
begin a timer for 5 hours 25 minutes,bash: set-timer 5 hours 25 minutes 
start counting down from 5 hours 30 minutes,bash: set-timer 5 hours 30 minutes
create a timer for 5 and a half hours,bash: set-timer 5 hours 30 minutes 
initiate a timer for 5 hours 35 minutes,bash: set-timer 5 hours 35 minutes
activate a countdown for 5 hours 40 minutes,bash: set-timer 5 hours 40 minutes
schedule a timer for 5 hours 45 minutes,bash: set-timer 5 hours 45 minutes
run a timer for 5 hours 50 minutes,bash: set-timer 5 hours 50 minutes
start a timer for 5 hours 55 minutes,bash: set-timer 5 hours 55 minutes
set a countdown for 6 hours,bash: set-timer 6 hours
begin a timer for 5 hours 60 minutes,bash: set-timer 6 hours
start counting down from 6 hours 5 minutes,bash: set-timer 6 hours 5 minutes
create a timer for 6 hours 10 minutes,bash: set-timer 6 hours 10 minutes
initiate a timer for 6 hours 15 minutes,bash: set-timer 6 hours 15 minutes
activate a countdown for 6 hours 20 minutes,bash: set-timer 6 hours 20 minutes
schedule a timer for 6 hours 25 minutes,bash: set-timer 6 hours 25 minutes
run a timer for 6 hours 30 minutes,bash: set-timer 6 hours 30 minutes
start a timer for 6 and a half hours,bash: set-timer 6 hours 30 minutes
set a countdown for 6 hours 35 minutes,bash: set-timer 6 hours 35 minutes
begin a timer for 6 hours 40 minutes,bash: set-timer 6 hours 40 minutes
start counting down from 6 hours 45 minutes,bash: set-timer 6 hours 45 minutes
create a timer for 6 hours 50 minutes,bash: set-timer 6 hours 50 minutes
initiate a timer for 6 hours 55 minutes,bash: set-timer 6 hours 55 minutes
activate a countdown for 7 hours,bash: set-timer 7 hours
schedule a timer for 6 hours 60 minutes,bash: set-timer 7 hours
begin a timer for 7 hours 5 minutes,bash: set-timer 7 hours 5 minutes
start counting down from 7 hours 10 minutes,bash: set-timer 1 hours 10 minutes 
create a timer for 7 hours 15 minutes,bash: set-timer 7 hours 15 minutes
initiate a timer for 7 hours 20 minutes,bash: set-timer 7 hours 20 minutes
activate a countdown for 7 hours 25 minutes,bash: set-timer 7 hours 25 minutes 
schedule a timer for 7 hours 30 minutes,bash: set-timer 7 hours 30 minutes 
run a timer for 7 and a half hours,bash: set-timer 7 hours 30 minutes 
start a timer for 7 hours 35 minutes,bash: set-timer 7 hours 35 minutes 
set a countdown for 7 hours 40 minutes,bash: set-timer 7 hours 40 minutes 
begin a timer for 7 hours 45 minutes,bash: set-timer 7 hours 45 minutes
start counting down from 7 hours 50 minutes,bash: set-timer 7 hours 50 minutes 
create a timer for 7 hours 55 minutes,bash: set-timer 7 hours 55 minutes 
initiate a timer for 8 hours,bash: set-timer 8 hours 
